Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),Environment:Site Diffuse Solar Radiation Rate per Area [W/m2](TimeStep),Environment:Site Direct Solar Radiation Rate per Area [W/m2](TimeStep),TZ_001:Zone People Occupant Count [](TimeStep:ON),TZ_001:Zone People Sensible Heating Rate [W](TimeStep),TZ_001:Zone Windows Total Transmitted Solar Radiation Rate [W](TimeStep),DH:District Heating Hot Water Energy [KJ](TimeStep:ON),DH:District Heating Hot Water Rate [KW](TimeStep:ON),DH:District Heating Inlet Temperature [C](TimeStep:ON),,class,,,,
 07/18  14:00:00,25.7,138.5,797.93,1,48.87847498,557.1943917,18251.39816,20.27933128,69,,69,,,,
 07/18  14:15:00,25.525,130.25,802.295,1,48.68898847,601.564403,18198.19827,20.2202203,69,,69,,,,
 07/18  14:30:00,25.35,122,806.66,1,48.55191547,647.1135998,18145.41117,20.16156797,69,,69,,,,
 07/18  14:45:00,25.175,123.25,782.4425,1,48.26769369,686.3735942,18090.17847,20.1001983,69,,69,,,,
 07/18  15:00:00,25,124.5,758.225,1,47.81262954,722.7504505,18041.00956,20.04556618,69,,69,,,,
 07/18  15:15:00,24.825,125.75,734.0075,0.5,23.676338,755.7930627,17997.17833,19.99686481,69,,69,,,,
 07/18  15:30:00,24.65,127,709.79,0.5,23.46493327,782.7563617,17958.06199,19.95340221,69,,69,,,,
 07/18  15:45:00,24.475,124,680.7925,0.5,23.25858591,795.634662,17923.08144,19.91453494,69,,69,,,,
 07/18  16:00:00,24.3,121,651.795,0.5,23.0510687,814.0999377,17891.70439,19.87967155,69,,69,,,,
 07/18  16:15:00,24.125,118,622.7975,0.5,22.84569518,824.5755516,17868.08941,19.85343268,69,,69,,,,
 07/18  16:30:00,23.95,115,593.8,0.5,22.64632457,827.4300737,17852.10036,19.83566706,69,,69,,,,
 07/18  16:45:00,23.775,109.75,543.11,0.5,22.50327411,796.2083315,17840.45242,19.82272491,69,,69,,,,
 07/18  17:00:00,23.6,104.5,492.42,0.5,22.32541671,756.658813,17831.40812,19.81267569,69,,69,,,,
 07/18  17:15:00,23.2,99.25,441.73,0.5,22.16874991,672.9363611,17799.97362,19.77774846,69,,69,,,,
 07/18  17:30:00,22.8,94,391.04,0.5,22.04661777,603.0106617,17747.0543,19.71894922,69,,69,,,,
 07/18  17:45:00,22.4,72.25,293.28,0.5,21.96588949,454.3438944,17687.96138,19.65329043,69,,69,,,,
 07/18  18:00:00,22,50.5,195.52,0.5,21.93422217,307.2510987,17627.4183,19.58602033,69,,69,,,,
 07/18  18:15:00,21.6025,28.75,97.76,0.5,21.95364088,162.1265393,17565.72389,19.51747099,69,,69,,,,
 07/18  18:30:00,21.205,7,0,0.5,22.02108577,8.253237809,17501.83954,19.44648838,69,,69,,,,
 07/18  18:45:00,20.8075,5.25,0,0.5,22.13576218,6.182080674,17434.33257,19.37148063,69,,69,,,,
 07/18  19:00:00,20.41,3.5,0,0.5,22.28715777,4.115775392,17361.54802,19.29060891,69,,69,,,,
 07/18  19:15:00,20.01,1.75,0,1,44.92520458,2.054684262,17293.54275,19.2150475,69,,69,,,,
 07/18  19:30:00,19.61,0,0,1,45.2783483,0,17248.52772,19.1650308,69,,69,,,,
 07/18  19:45:00,19.21,0,0,1,45.63889758,0,17204.65556,19.11628395,69,,69,,,,
 07/18  20:00:00,18.81,0,0,1,46.01853265,0,17144.38638,19.04931819,69,,69,,,,
 07/18  20:15:00,18.7425,0,0,1,46.41904592,0,17152.68897,19.0585433,69,,69,,,,
 07/18  20:30:00,18.675,0,0,1,46.82462802,0,17228.46377,19.14273752,69,,69,,,,
 07/18  20:45:00,18.6075,0,0,1,47.22535343,0,17320.24386,19.2447154,69,,69,,,,
 07/18  21:00:00,18.54,0,0,1,47.61792836,0,17410.42891,19.34492102,69,,69,,,,
 07/18  21:15:00,18.4725,0,0,1,48.00240939,0,17500.66617,19.44518463,69,,69,,,,
 07/18  21:30:00,18.405,0,0,1,48.3802821,0,17600.67161,19.55630179,69,,69,,,,
 07/18  21:45:00,18.3375,0,0,1,48.7526779,0,17707.40533,19.67489482,69,,69,,,,
 07/18  22:00:00,18.27,0,0,1,49.1202174,0,17814.38155,19.79375728,69,,69,,,,
 07/18  22:15:00,18.2,0,0,1,49.48325053,0,17913.10431,19.90344924,69,,69,,,,
 07/18  22:30:00,18.13,0,0,1,49.84167937,0,18004.35738,20.00484153,69,,69,,,,
 07/18  22:45:00,18.06,0,0,1,50.19558363,0,18093.41353,20.10379281,69,,69,,,,
 07/18  23:00:00,17.99,0,0,1,50.54479034,0,18182.47551,20.20275057,69,,69,,,,
 07/18  23:15:00,17.9425,0,0,0.5,25.44503363,0,18297.74793,20.33083104,69,,69,,,,
 07/18  23:30:00,17.895,0,0,0.5,25.63225288,0,18437.40737,20.48600819,69,,69,,,,
 07/18  23:45:00,17.8475,0,0,0.5,25.82668151,0,18584.61633,20.6495737,69,,69,,,,
 07/18  24:00:00,17.8,0,0,0.5,26.02002667,0,18733.76346,20.81529273,69,,69,,,,
 07/19  00:15:00,17.7525,0,0,0.5,26.20845842,0,18877.96272,20.97551414,69,,69,,,,
 07/19  00:30:00,17.705,0,0,0.5,26.39120745,0,19017.71362,21.13079291,69,,69,,,,
 07/19  00:45:00,17.6575,0,0,0.5,26.56883583,0,19157.11633,21.28568481,69,,69,,,,
 07/19  01:00:00,17.61,0,0,0.5,26.74214576,0,19297.75893,21.44195437,69,,69,,,,
 07/19  01:15:00,17.5625,0,0,1,53.82359499,0,19445.4466,21.60605178,69,,69,,,,
 07/19  01:30:00,17.515,0,0,1,54.12474939,0,19599.98773,21.77776414,69,,69,,,,
 07/19  01:45:00,17.4675,0,0,1,54.40415308,0,19757.9412,21.953268,69,,69,,,,
 07/19  02:00:00,17.42,0,0,1,54.67855775,0,19918.07812,22.13119791,69,,69,,,,
 07/19  02:15:00,17.4425,0,0,1,54.95531371,0,20053.10957,22.28123286,69,,69,,,,
 07/19  02:30:00,17.465,0,0,1,55.22858138,0,20163.53092,22.40392324,69,,69,,,,
 07/19  02:45:00,17.4875,0,0,1,55.49389641,0,20265.91337,22.51768153,69,,69,,,,
 07/19  03:00:00,17.51,0,0,1,55.7498692,0,20366.10399,22.62900443,69,,69,,,,
 07/19  03:15:00,17.53,0,0,1,55.99732521,0,20460.85008,22.73427786,69,,69,,,,
 07/19  03:30:00,17.55,0,0,1,56.2373307,0,20550.55191,22.83394656,69,,69,,,,
 07/19  03:45:00,17.57,0,0,1,56.47144714,0,20638.10622,22.93122913,69,,69,,,,
 07/19  04:00:00,17.59,0,0,1,56.7009366,0,20724.39021,23.02710023,69,,69,,,,
 07/19  04:15:00,17.61,29.25,5.355,1,56.9266695,27.27596216,20814.25161,23.12694623,69,,69,,,,
 07/19  04:30:00,17.63,39,7.14,1,57.14578422,40.05826369,20907.39387,23.23043764,69,,69,,,,
 07/19  04:45:00,17.65,40.75,5.355,1,57.35654728,45.20341969,21000.67116,23.33407906,69,,69,,,,
 07/19  05:00:00,17.67,42.5,3.57,1,57.55981325,48.85965137,21092.90632,23.43656257,69,,69,,,,
 07/19  05:15:00,17.87,44.25,1.785,1,57.75745816,51.84954947,21130.91164,23.47879072,69,,69,,,,
 07/19  05:30:00,18.07,46,0,1,57.93682005,54.53776456,21114.28791,23.4603199,69,,69,,,,
 07/19  05:45:00,18.27,57,0,1,58.0918545,74.17090601,21074.26494,23.41584994,69,,69,,,,
 07/19  06:00:00,18.47,68,0,1,58.22088969,90.50564887,21022.07969,23.35786632,69,,69,,,,
 07/19  06:15:00,18.6675,79,0,1,58.32526107,104.7696382,20955.99486,23.28443874,69,,69,,,,
 07/19  06:30:00,18.865,90,0,1,58.40766224,118.6923003,20876.66535,23.19629483,69,,69,,,,
 07/19  06:45:00,19.0625,106.5,0,1,58.47084669,142.1401846,20786.9896,23.09665511,69,,69,,,,
 07/19  07:00:00,19.26,123,0,1,58.51568503,165.5964537,20687.85906,22.98651007,69,,69,,,,
 07/19  07:15:00,19.4575,139.5,0,1,58.54230583,189.7730717,20584.65034,22.87183371,69,,69,,,,
 07/19  07:30:00,19.655,156,0,1,58.55128577,211.8880193,20477.32755,22.75258617,69,,69,,,,
 07/19  07:45:00,19.8525,148,0,1,58.54351688,193.8026828,20362.72111,22.62524567,69,,69,,,,
 07/19  08:00:00,20.05,140,0,1,58.52587747,178.4702496,20212.23578,22.45803975,69,,69,,,,
 07/19  08:15:00,20.1225,132,0,1,58.50498302,165.0252514,20090.64639,22.32294043,69,,69,,,,
 07/19  08:30:00,20.195,124,0,1,58.49167173,152.8829919,20015.04358,22.23893731,69,,69,,,,
 07/19  08:45:00,20.2675,129,0,1,58.4902095,158.7865566,19953.2222,22.17024689,69,,69,,,,
 07/19  09:00:00,20.34,134,0,1,58.49747661,164.6459025,19893.22568,22.10358409,69,,69,,,,
 07/19  09:15:00,20.41,139,0,1,58.50854228,170.4396129,19831.88119,22.03542354,69,,69,,,,
 07/19  09:30:00,20.48,144,0,1,58.51986108,176.1485202,19768.69658,21.96521842,69,,69,,,,
 07/19  09:45:00,20.55,210.5,22.515,1,58.5294277,296.8645128,19703.85022,21.89316691,69,,69,,,,
 07/19  10:00:00,20.62,277,45.03,1,58.51928242,395.6821681,19637.66538,21.8196282,69,,69,,,,
 07/19  10:15:00,20.6925,343.5,67.545,1,58.4741175,483.4093782,19570.39974,21.7448886,69,,69,,,,
 07/19  10:30:00,20.765,410,90.06,1,58.38888503,559.493765,19502.31155,21.66923506,69,,69,,,,
 07/19  10:45:00,20.8375,391.5,184.6225,1,58.26471643,562.6840947,19433.65535,21.59295039,69,,69,,,,
 07/19  11:00:00,20.91,373,279.185,1,58.11548217,544.4686173,19364.64013,21.51626681,69,,69,,,,
 07/19  11:15:00,21.2275,354.5,373.7475,1,57.95557469,581.3355901,19332.91048,21.48101164,69,,69,,,,
 07/19  11:30:00,21.545,336,468.31,1,57.77493533,599.3959948,19333.79766,21.48199741,69,,69,,,,
 07/19  11:45:00,21.8625,347,432.125,1,57.56846226,582.5118055,19340.63871,21.48959857,69,,69,,,,
 07/19  12:00:00,22.18,358,395.94,1,57.34303921,565.2253727,19344.51361,21.49390401,69,,69,,,,
 07/19  12:15:00,22.4975,369,359.755,1,57.10806972,556.4728101,19348.36299,21.4981811,69,,69,,,,
 07/19  12:30:00,22.815,380,323.57,1,56.86828001,540.4208371,19352.03849,21.50226499,69,,69,,,,
 07/19  12:45:00,23.1325,356,368.8975,1,56.62539709,527.8364267,19353.02795,21.50336439,69,,69,,,,
 07/19  13:00:00,23.45,332,414.225,1,56.37888201,504.3689065,19350.91647,21.5010183,69,,69,,,,
 07/19  13:15:00,23.7675,308,459.5525,1,56.12868653,486.9005136,19346.02957,21.49558841,69,,69,,,,
 07/19  13:30:00,24.085,284,504.88,1,55.87443349,490.2566016,19338.83191,21.48759101,69,,69,,,,
 07/19  13:45:00,24.4025,255,553.6625,1,55.61167256,520.5044028,19329.74728,21.47749698,69,,69,,,,
 07/19  14:00:00,24.72,226,602.445,1,55.33120676,554.0431533,19321.50037,21.46833374,69,,69,,,,
 07/19  14:15:00,24.5525,197,651.2275,1,55.13598788,592.9538216,19285.90886,21.42878762,69,,69,,,,
 07/19  14:30:00,24.385,168,700.01,1,54.99988866,635.5746884,19243.51053,21.38167837,69,,69,,,,
 07/19  14:45:00,24.2175,170.75,661.865,1,54.72810706,663.3281246,19198.56202,21.33173558,69,,69,,,,
 07/19  15:00:00,24.05,173.5,623.72,1,54.29727999,686.4310355,19163.84533,21.29316148,69,,69,,,,
 07/19  15:15:00,23.8825,176.25,585.575,0.5,26.93584519,704.9936873,19142.76434,21.26973816,69,,69,,,,
 07/19  15:30:00,23.715,179,547.43,0.5,26.74804243,718.0643669,19134.60033,21.26066703,69,,69,,,,
 07/19  15:45:00,23.5475,148.5,410.5725,0.5,26.57042151,583.7952979,19135.99216,21.26221351,69,,69,,,,
 07/19  16:00:00,23.38,118,273.715,0.5,26.45362483,445.1935008,19145.0107,21.27223412,69,,69,,,,
 07/19  16:15:00,23.2125,87.5,136.8575,0.5,26.32361092,267.493879,19155.97442,21.28441602,69,,69,,,,
 07/19  16:30:00,23.045,57,0,0.5,26.23856079,68.14718634,19168.47218,21.29830243,69,,69,,,,
 07/19  16:45:00,22.8775,48.5,0,0.5,26.20896752,57.88484352,19184.56075,21.31617861,69,,69,,,,
 07/19  17:00:00,22.71,40,0,0.5,26.22268551,47.65331226,19204.64604,21.3384956,69,,69,,,,
 07/19  17:15:00,22.4125,31.5,0,0.5,26.26353717,37.4542898,19198.28715,21.33143017,69,,69,,,,
 07/19  17:30:00,22.115,23,0,0.5,26.32268523,27.29023612,19166.00144,21.29555715,69,,69,,,,
 07/19  17:45:00,21.8175,25,2.15,0.5,26.39605608,31.88266177,19126.13443,21.25126048,69,,69,,,,
 07/19  18:00:00,21.52,27,4.3,0.5,26.48045437,36.33907109,19084.6463,21.20516256,69,,69,,,,
 07/19  18:15:00,21.2225,29,6.45,0.5,26.57336659,41.94792399,19037.60457,21.15289397,69,,69,,,,
 07/19  18:30:00,20.925,31,8.6,0.5,26.67258728,46.11808306,18984.23893,21.09359881,69,,69,,,,
 07/19  18:45:00,20.6275,23.25,6.45,0.5,26.77712413,34.20864678,18926.26465,21.02918294,69,,69,,,,
 07/19  19:00:00,20.33,15.5,4.3,0.5,26.88712405,22.51947862,18863.52727,20.95947474,69,,69,,,,
 07/19  19:15:00,20.0325,7.75,2.15,1,54.00598423,10.74847126,18800.7483,20.88972033,69,,69,,,,
 07/19  19:30:00,19.735,0,0,1,54.21720397,0,18761.36003,20.84595559,69,,69,,,,
 07/19  19:45:00,19.4375,0,0,1,54.4225633,0,18714.8012,20.79422356,69,,69,,,,
 07/19  20:00:00,19.14,0,0,1,54.63583592,0,18644.27578,20.71586197,69,,69,,,,
 07/19  20:15:00,19.0175,0,0,1,54.86172268,0,18609.67579,20.67741755,69,,69,,,,
 07/19  20:30:00,18.895,0,0,1,55.09376056,0,18614.40952,20.68267724,69,,69,,,,
 07/19  20:45:00,18.7725,0,0,1,55.32683404,0,18629.09629,20.69899588,69,,69,,,,
 07/19  21:00:00,18.65,0,0,1,55.55888013,0,18643.25477,20.71472752,69,,69,,,,
 07/19  21:15:00,18.5275,0,0,1,55.78959261,0,18654.28112,20.72697903,69,,69,,,,
 07/19  21:30:00,18.405,0,0,1,56.01921909,0,18661.96936,20.73552151,69,,69,,,,
 07/19  21:45:00,18.2825,0,0,1,56.24801201,0,18666.7077,20.74078633,69,,69,,,,
 07/19  22:00:00,18.16,0,0,1,56.47610307,0,18668.97508,20.74330564,69,,69,,,,
 07/19  22:15:00,18.0375,0,0,1,56.7035249,0,18676.28536,20.75142818,69,,69,,,,
 07/19  22:30:00,17.915,0,0,1,56.93067358,0,18688.89791,20.76544212,69,,69,,,,
 07/19  22:45:00,17.7925,0,0,1,57.15764041,0,18702.81081,20.7809009,69,,69,,,,
 07/19  23:00:00,17.67,0,0,1,57.38439023,0,18716.77865,20.79642072,69,,69,,,,
 07/19  23:15:00,17.495,0,0,0.5,28.80556112,0,18745.86294,20.82873661,69,,69,,,,
 07/19  23:30:00,17.32,0,0,0.5,28.93813085,0,18790.22614,20.87802904,69,,69,,,,
 07/19  23:45:00,17.145,0,0,0.5,29.08319989,0,18840.99939,20.93444376,69,,69,,,,
 07/19  24:00:00,16.97,0,0,0.5,29.23248028,0,18895.10965,20.99456628,69,,69,,,,
 07/20  00:15:00,16.795,0,0,1,58.7638587,0,18958.64529,21.06516143,69,,69,,,,
 07/20  00:30:00,16.62,0,0,1,59.02803315,0,19031.23203,21.14581337,69,,69,,,,
 07/20  00:45:00,16.445,0,0,1,59.27454665,0,19108.59462,21.2317718,69,,69,,,,
 07/20  01:00:00,16.27,0,0,1,59.52131556,0,19189.29981,21.32144423,69,,69,,,,
 07/20  01:15:00,16.0925,0,0,1,59.77619115,0,19266.53362,21.40725958,69,,69,,,,
 07/20  01:30:00,15.915,0,0,1,60.03991042,0,19340.59494,21.48954994,69,,69,,,,
 07/20  01:45:00,15.7375,0,0,1,60.31097209,0,19415.68777,21.57298641,69,,69,,,,
 07/20  02:00:00,15.56,0,0,1,60.5879048,0,19493.29638,21.6592182,69,,69,,,,
 07/20  02:15:00,15.62,0,0,1,60.86977373,0,19561.72903,21.73525447,69,,69,,,,
 07/20  02:30:00,15.68,0,0,1,61.14126225,0,19619.04486,21.79893873,69,,69,,,,
 07/20  02:45:00,15.74,0,0,1,61.39497963,0,19670.55856,21.85617618,69,,69,,,,
 07/20  03:00:00,15.8,0,0,1,61.63088253,0,19718.35889,21.90928766,69,,69,,,,
 07/20  03:15:00,15.86,0,0,1,61.85188672,0,19769.50482,21.96611646,69,,69,,,,
 07/20  03:30:00,15.92,0,0,1,62.06156345,0,19824.05978,22.02673308,69,,69,,,,
 07/20  03:45:00,15.98,0,0,1,62.26254239,0,19878.21601,22.08690668,69,,69,,,,
 07/20  04:00:00,16.04,0,0,1,62.45652039,0,19930.72193,22.14524658,69,,69,,,,
 07/20  04:15:00,16.0975,37.5,158.2725,1,62.64462172,35.09980498,19975.33099,22.19481221,69,,69,,,,
 07/20  04:30:00,16.155,50,211.03,1,62.82191763,54.39626207,20012.40505,22.23600561,69,,69,,,,
 07/20  04:45:00,16.2125,66,229.3075,1,62.9856583,76.48194822,20045.95243,22.27328048,69,,69,,,,
 07/20  05:00:00,16.27,82,247.585,1,63.13522027,98.6075918,20077.4824,22.30831378,69,,69,,,,
 07/20  05:15:00,16.57,98,265.8625,1,63.27091054,120.9116642,20107.26691,22.34140768,69,,69,,,,
 07/20  05:30:00,16.87,114,284.14,1,63.38135443,732.4630654,20132.97299,22.36996999,69,,69,,,,
 07/20  05:45:00,17.17,134,269.49,1,63.36260556,986.483706,20152.50374,22.39167083,69,,69,,,,
 07/20  06:00:00,17.47,154,254.84,1,63.15650472,962.2298151,20165.45711,22.40606346,69,,69,,,,
 07/20  06:15:00,17.7675,174,240.19,0.75,47.11734005,923.3633837,20172.15772,22.41350858,69,,69,,,,
 07/20  06:30:00,18.065,194,225.54,0.75,46.84808436,330.6396624,20173.05082,22.41450091,69,,69,,,,
 07/20  06:45:00,18.3625,198.75,171.3175,0.75,46.67483,231.1423404,20168.54999,22.40949999,69,,69,,,,
 07/20  07:00:00,18.66,203.5,117.095,0.75,46.61582726,233.1555648,20159.04958,22.39894398,69,,69,,,,
 07/20  07:15:00,18.9575,208.25,62.8725,0.5,31.08158304,277.602424,20150.30537,22.38922818,69,,69,,,,
 07/20  07:30:00,19.255,213,8.65,0.5,31.10280976,333.4280129,20142.35415,22.3803935,69,,69,,,,
 07/20  07:45:00,19.5525,219,7.205,0.5,31.1155126,328.5591468,20132.00441,22.36889378,69,,69,,,,
 07/20  08:00:00,19.85,225,5.76,0.5,31.11178928,325.370893,20118.30477,22.35367197,69,,69,,,,
 07/20  08:15:00,20.14,231,4.315,0.25,15.54665778,323.4686117,20045.29996,22.27255552,69,,69,,,,
 07/20  08:30:00,20.43,237,2.87,0.25,15.5359595,322.5882558,19946.18951,22.16243279,69,,69,,,,
 07/20  08:45:00,20.72,265.5,85.385,0.25,15.52295342,520.966588,19855.59105,22.06176783,69,,69,,,,
 07/20  09:00:00,21.01,294,167.9,0.25,15.49868216,694.7086895,19766.85337,21.96317041,69,,69,,,,
 07/20  09:15:00,21.2975,322.5,250.415,0.25,15.45472514,837.7499057,19676.60598,21.86289554,69,,69,,,,
 07/20  09:30:00,21.585,351,332.93,0.25,15.38836778,920.0047399,19583.70561,21.7596729,69,,69,,,,
 07/20  09:45:00,21.8725,367,291.8475,0.25,15.30346603,834.0737242,19487.80311,21.65311456,69,,69,,,,
 07/20  10:00:00,22.16,383,250.765,0.25,15.21199013,740.128439,19388.82525,21.54313917,69,,69,,,,
 07/20  10:15:00,22.4475,399,209.6825,0.25,15.12487185,680.4070325,19286.79078,21.42976754,69,,69,,,,
 07/20  10:30:00,22.735,415,168.6,0.25,15.04599874,630.9439413,19181.75564,21.31306183,69,,69,,,,
 07/20  10:45:00,23.0225,398.25,235.8925,0.25,14.97440071,575.1733933,19073.79582,21.19310647,69,,69,,,,
 07/20  11:00:00,23.31,381.5,303.185,0.25,14.90833006,466.0436694,18963.00056,21.07000062,69,,69,,,,
 07/20  11:15:00,23.1925,364.75,370.4775,0.75,44.54487633,445.0818012,18864.65274,20.96072527,69,,69,,,,
 07/20  11:30:00,23.075,348,437.77,0.75,44.36155578,458.8490254,18782.20247,20.86911385,69,,69,,,,
 07/20  11:45:00,22.9575,357.75,340.59,0.75,44.18153033,494.6688644,18709.76052,20.7886228,69,,69,,,,
 07/20  12:00:00,22.84,367.5,243.41,0.75,44.00680178,501.3319535,18644.81282,20.71645869,69,,69,,,,
 07/20  12:15:00,22.7225,377.25,146.23,0.75,43.83708035,479.9827696,18586.25297,20.65139219,69,,69,,,,
 07/20  12:30:00,22.605,387,49.05,0.75,43.67668568,445.1749101,18533.45109,20.59272344,69,,69,,,,
 07/20  12:45:00,22.4875,364.5,39.045,0.75,43.5312911,416.1070923,18485.9375,20.53993055,69,,69,,,,
 07/20  13:00:00,22.37,342,29.04,0.75,43.40313989,387.3842648,18443.30633,20.49256258,69,,69,,,,
 07/20  13:15:00,22.2525,319.5,19.035,0.25,14.43048636,371.8047772,18405.18743,20.45020826,69,,69,,,,
 07/20  13:30:00,22.135,297,9.03,0.25,14.40651522,345.9981203,18371.23783,20.41248648,69,,69,,,,
 07/20  13:45:00,22.0175,248,6.7725,0.25,14.3914965,293.6880722,18341.13842,20.37904269,69,,69,,,,
 07/20  14:00:00,21.9,199,4.515,0.25,14.38195852,238.514414,18314.59213,20.34954681,69,,69,,,,
 07/20  14:15:00,21.7725,150,2.2575,0,0,180.987357,18313.12587,20.34791763,69,,69,,,,
 07/20  14:30:00,21.645,101,0,0,0,121.7233699,18335.91118,20.37323465,69,,69,,,,
 07/20  14:45:00,21.5175,88.75,0,0,0,106.9648807,18369.16783,20.41018648,69,,69,,,,
 07/20  15:00:00,21.39,76.5,0,0,0,92.03322138,18407.89093,20.45321215,69,,69,,,,
 07/20  15:15:00,21.2625,64.25,0,0.25,14.43840716,77.1490954,18445.44265,20.49493628,69,,69,,,,
 07/20  15:30:00,21.135,52,0,0.25,14.45969235,62.31547184,18481.67399,20.53519332,69,,69,,,,
 07/20  15:45:00,21.0075,56.25,0,0.25,14.48086442,67.38467614,18519.79652,20.57755169,69,,69,,,,
 07/20  16:00:00,20.88,60.5,0,0.25,14.50350187,72.45568841,18560.93137,20.62325708,69,,69,,,,
 07/20  16:15:00,20.7525,64.75,0,0.5,29.056049,77.53155468,18610.45275,20.67828083,69,,69,,,,
 07/20  16:30:00,20.625,69,0,0.5,29.10024464,82.61627094,18668.13336,20.7423704,69,,69,,,,
 07/20  16:45:00,20.4975,75.75,6.6225,0.5,29.14305359,98.42930135,18730.62136,20.81180151,69,,69,,,,
 07/20  17:00:00,20.37,82.5,13.245,0.5,29.18736428,122.3782634,18796.64542,20.88516157,69,,69,,,,
 07/20  17:15:00,20.1475,89.25,19.8675,1,58.46641847,140.3835599,18848.2696,20.94252178,69,,69,,,,
 07/20  17:30:00,19.925,96,26.49,1,58.52915369,159.371194,18916.82862,21.01869847,69,,69,,,,
 07/20  17:45:00,19.7025,77.5,19.8675,1,58.57891047,125.2788754,18982.97785,21.09219762,69,,69,,,,
 07/20  18:00:00,19.48,59,13.245,1,58.63955908,91.25223935,19032.73068,21.14747853,69,,69,,,,
 07/20  18:15:00,19.2575,40.5,6.6225,0.75,44.0443936,54.89431126,19073.66983,21.19296648,69,,69,,,,
 07/20  18:30:00,19.035,22,0,0.75,44.14486012,26.05369545,19110.65141,21.23405712,69,,69,,,,
 07/20  18:45:00,18.8125,16.5,0,0.75,44.27449233,19.50715282,19148.057,21.27561889,69,,69,,,,
 07/20  19:00:00,18.59,11,0,0.75,44.42256539,12.97831907,19187.02069,21.31891188,69,,69,,,,
 07/20  19:15:00,18.3675,5.5,0,1,59.44263037,6.471536253,19233.12655,21.37014061,69,,69,,,,
 07/20  19:30:00,18.145,0,0,1,59.64936594,0,19286.01279,21.4289031,69,,69,,,,
 07/20  19:45:00,17.9225,0,0,1,59.85685101,0,19341.95176,21.49105752,69,,69,,,,
 07/20  20:00:00,17.7,0,0,1,60.07194097,0,19399.43573,21.55492859,69,,69,,,,
 07/20  20:15:00,17.615,0,0,1,60.29678895,0,19442.79364,21.60310404,69,,69,,,,
 07/20  20:30:00,17.53,0,0,1,60.52251524,0,19470.71458,21.63412732,69,,69,,,,
 07/20  20:45:00,17.445,0,0,1,60.74371671,0,19491.06966,21.65674407,69,,69,,,,
 07/20  21:00:00,17.36,0,0,1,60.95906935,0,19506.72529,21.67413921,69,,69,,,,
 07/20  21:15:00,17.275,0,0,1,61.16924421,0,19512.43662,21.68048513,69,,69,,,,
 07/20  21:30:00,17.19,0,0,1,61.37526979,0,19508.39404,21.67599338,69,,69,,,,
 07/20  21:45:00,17.105,0,0,1,61.57814193,0,19498.22802,21.6646978,69,,69,,,,
 07/20  22:00:00,17.02,0,0,1,61.77857361,0,19483.18951,21.64798834,69,,69,,,,
 07/20  22:15:00,16.9325,0,0,1,61.97721797,0,19463.62681,21.62625201,69,,69,,,,
 07/20  22:30:00,16.845,0,0,1,62.17469716,0,19439.56614,21.59951793,69,,69,,,,
 07/20  22:45:00,16.7575,0,0,1,62.37142139,0,19410.92911,21.56769901,69,,69,,,,
 07/20  23:00:00,16.67,0,0,1,62.56762408,0,19377.63224,21.53070249,69,,69,,,,
 07/20  23:15:00,16.605,0,0,1,62.76342864,0,19401.46124,21.55717916,69,,69,,,,
 07/20  23:30:00,16.54,0,0,1,62.96154626,0,19480.31889,21.64479877,69,,69,,,,
 07/20  23:45:00,16.475,0,0,1,63.16333949,0,19575.44106,21.75049007,69,,69,,,,
 07/20  24:00:00,16.41,0,0,1,63.36883099,0,19673.30012,21.85922235,69,,69,,,,
 07/21  00:15:00,16.345,0,0,1,63.57747571,0,19764.3236,21.96035955,69,,69,,,,
 07/21  00:30:00,16.28,0,0,1,63.78826597,0,19848.6354,22.05403933,69,,69,,,,
 07/21  00:45:00,16.215,0,0,1,64.00051157,0,19930.78957,22.14532174,69,,69,,,,
 07/21  01:00:00,16.15,0,0,1,64.21384757,0,20012.75917,22.23639908,69,,69,,,,
 07/21  01:15:00,16.0875,0,0,1,64.42808049,0,20095.31225,22.32812473,69,,69,,,,
 07/21  01:30:00,16.025,0,0,1,64.64295148,0,20178.84562,22.42093958,69,,69,,,,
 07/21  01:45:00,15.9625,0,0,1,64.85828868,0,20263.63522,22.51515024,69,,69,,,,
 07/21  02:00:00,15.9,0,0,1,65.07399708,0,20349.86724,22.6109636,69,,69,,,,
 07/21  02:15:00,15.9375,0,0,1,65.29002074,0,20412.03628,22.68004031,69,,69,,,,
 07/21  02:30:00,15.975,0,0,1,65.49937459,0,20450.21941,22.72246601,69,,69,,,,
 07/21  02:45:00,16.0125,0,0,1,65.69872209,0,20479.76703,22.7552967,69,,69,,,,
 07/21  03:00:00,16.05,0,0,1,65.88823992,0,20506.21155,22.7846795,69,,69,,,,
 07/21  03:15:00,16.09,0,0,1,66.0695373,0,20531.02071,22.81224523,69,,69,,,,
 07/21  03:30:00,16.13,0,0,1,66.24405576,0,20554.48552,22.83831724,69,,69,,,,
 07/21  03:45:00,16.17,0,0,1,66.41281181,0,20577.19419,22.8635491,69,,69,,,,
 07/21  04:00:00,16.21,0,0,1,66.57666741,0,20599.64017,22.88848908,69,,69,,,,
 07/21  04:15:00,16.25,0,0,1,66.73624536,0,20621.33954,22.91259949,69,,69,,,,
