Date/Time,Environment:Site Outdoor Air Drybulb Temperature [C](TimeStep),Environment:Site Diffuse Solar Radiation Rate per Area [W/m2](TimeStep),Environment:Site Direct Solar Radiation Rate per Area [W/m2](TimeStep),TZ_001:Zone People Occupant Count [](TimeStep:ON),TZ_001:Zone People Sensible Heating Rate [W](TimeStep),TZ_001:Zone Windows Total Transmitted Solar Radiation Rate [W](TimeStep),DH:District Heating Hot Water Energy [KJ](TimeStep:ON),DH:District Heating Hot Water Rate [KW](TimeStep:ON),DH:District Heating Inlet Temperature [C](TimeStep:ON),,class,,,,
 02/24  12:30:00,10.3,188,441.46,0.75,57.77338489,323.9184972,99338.55445,110.3761716,66,,66,,,,
 02/24  12:45:00,10.49,166.25,507.955,0.75,57.75166762,384.5683547,92739.83026,103.0442558,66,,66,,,,
 02/24  13:00:00,10.68,144.5,574.45,0.75,57.73534452,448.3301994,86628.82515,96.25425017,67,,67,,,,
 02/24  13:15:00,10.8675,122.75,640.945,0.75,57.74898828,517.2273876,80415.29668,89.35032965,67,,67,,,,
 02/24  13:30:00,11.055,101,707.44,0.75,57.75861422,595.2461639,74586.474,82.87385999,67,,67,,,,
 02/24  13:45:00,11.2425,96,691.32,0.75,57.80077599,912.5469596,69465.13477,77.18348307,67,,67,,,,
 02/24  14:00:00,11.43,91,675.2,0.75,57.78157846,932.4611026,66635.3693,74.03929922,67,,67,,,,
 02/24  14:15:00,11.1575,86,659.08,0.25,19.2442204,950.0385965,68567.2239,76.18580433,67,,67,,,,
 02/24  14:30:00,10.885,81,642.96,0.25,19.26845894,971.2359209,71975.87894,79.97319882,67,,67,,,,
 02/24  14:45:00,10.6125,74.5,605.16,0.25,19.25584898,955.5833503,73807.70955,82.00856616,67,,67,,,,
 02/24  15:00:00,10.34,68,567.36,0.25,19.25377697,920.9044788,76065.10562,84.51678402,67,,67,,,,
 02/24  15:15:00,10.07,61.5,529.56,0,0,858.8253888,80710.43792,89.67826435,67,,67,,,,
 02/24  15:30:00,9.8,55,491.76,0,0,795.8194458,86302.86538,95.89207265,67,,67,,,,
 02/24  15:45:00,9.53,41.25,368.82,0,0,606.5045516,89579.46608,99.53274009,67,,67,,,,
 02/24  16:00:00,9.26,27.5,245.88,0,0,412.2538764,94609.33675,105.1214853,66,,66,,,,
 02/24  16:15:00,8.9875,13.75,122.94,0.25,19.24649171,209.9201994,97114.75081,107.9052787,66,,66,,,,
 02/24  16:30:00,8.715,0,0,0.25,19.26078142,0,100530.2018,111.7002243,66,,66,,,,
 02/24  16:45:00,8.4425,0,0,0.25,19.25391761,0,105215.0803,116.9056447,66,,66,,,,
 02/24  17:00:00,8.17,0,0,0.25,19.25546205,0,107730.0297,119.7000329,66,,66,,,,
 02/24  17:15:00,8.0625,0,0,0.5,38.48141772,0,107716.5992,119.6851102,66,,66,,,,
 02/24  17:30:00,7.955,0,0,0.5,38.56738497,0,107542.872,119.49208,66,,66,,,,
 02/24  17:45:00,7.8475,0,0,0.5,38.54578691,0,108696.168,120.77352,66,,66,,,,
 02/24  18:00:00,7.74,0,0,0.5,38.4682292,0,109553.7665,121.7264073,66,,66,,,,
 02/24  18:15:00,7.6325,0,0,1,77.05069232,0,106544.3156,118.3825729,66,,66,,,,
 02/24  18:30:00,7.525,0,0,1,77.03503869,0,104003.9754,115.5599727,66,,66,,,,
 02/24  18:45:00,7.4175,0,0,1,76.91404194,0,104989.6456,116.6551618,66,,66,,,,
 02/24  19:00:00,7.31,0,0,1,77.05477907,0,106382.8194,118.2031326,66,,66,,,,
 02/24  19:15:00,7.2025,0,0,0.75,57.81369826,0,109699.8636,121.8887374,66,,66,,,,
 02/24  19:30:00,7.095,0,0,0.75,57.77719533,0,113244.8315,125.8275906,66,,66,,,,
 02/24  19:45:00,6.9875,0,0,0.75,57.73365137,0,114851.1121,127.6123468,66,,66,,,,
 02/24  20:00:00,6.88,0,0,0.75,57.71226976,0,115994.0356,128.8822617,65,,65,,,,
 02/24  20:15:00,6.89,0,0,1,76.95527587,0,115710.6979,128.5674421,65,,65,,,,
 02/24  20:30:00,6.9,0,0,1,76.97082923,0,114417.8526,127.1309473,66,,66,,,,
 02/24  20:45:00,6.91,0,0,1,76.99477184,0,115670.9259,128.523251,65,,65,,,,
 02/24  21:00:00,6.92,0,0,1,77.03220938,0,117389.5441,130.4328268,65,,65,,,,
 02/24  21:15:00,6.93,0,0,1,77.08041565,0,118704.1826,131.8935363,65,,65,,,,
 02/24  21:30:00,6.94,0,0,1,77.14031903,0,119969.718,133.2996867,65,,65,,,,
 02/24  21:45:00,6.95,0,0,1,76.97137395,0,122225.7423,135.8063804,65,,65,,,,
 02/24  22:00:00,6.96,0,0,1,76.93927594,0,123076.151,136.7512788,65,,65,,,,
 02/24  22:15:00,6.9725,0,0,1,77.039929,0,124737.4655,138.5971839,65,,65,,,,
 02/24  22:30:00,6.985,0,0,1,76.95433033,0,125802.4126,139.7804584,65,,65,,,,
 02/24  22:45:00,6.9975,0,0,1,76.99985816,0,127012.9555,141.1255061,65,,65,,,,
 02/24  23:00:00,7.01,0,0,1,77.15553204,0,129695.6662,144.1062958,65,,65,,,,
 02/24  23:15:00,7.08,0,0,1,76.90135775,0,129643.3114,144.0481238,65,,65,,,,
 02/24  23:30:00,7.15,0,0,1,77.0060388,0,129838.7935,144.2653261,65,,65,,,,
 02/24  23:45:00,7.22,0,0,1,77.00599227,0,131030.4174,145.5893527,65,,65,,,,
 02/24  24:00:00,7.29,0,0,1,77.12498037,0,130811.0459,145.3456065,65,,65,,,,
 02/25  00:15:00,7.3625,0,0,1,76.87884863,0,131661.2701,146.2903002,65,,65,,,,
 02/25  00:30:00,7.435,0,0,1,77.01070965,0,131730.7577,146.3675086,65,,65,,,,
 02/25  00:45:00,7.5075,0,0,1,77.03780665,0,132366.2316,147.0735906,65,,65,,,,
 02/25  01:00:00,7.58,0,0,1,76.94351034,0,133198.1941,147.9979935,65,,65,,,,
 02/25  01:15:00,7.6525,0,0,1,77.04804844,0,133725.0871,148.5834301,65,,65,,,,
 02/25  01:30:00,7.725,0,0,1,77.03796438,0,133360.1136,148.177904,65,,65,,,,
 02/25  01:45:00,7.7975,0,0,1,76.93487269,0,134314.5336,149.2383707,65,,65,,,,
 02/25  02:00:00,7.87,0,0,1,77.04835014,0,134775.7791,149.7508657,65,,65,,,,
 02/25  02:15:00,7.9275,0,0,1,77.05122353,0,134443.9421,149.3821579,65,,65,,,,
 02/25  02:30:00,7.985,0,0,1,76.95923372,0,135085.1398,150.0945998,65,,65,,,,
 02/25  02:45:00,8.0425,0,0,1,77.07862719,0,135430.8186,150.4786873,65,,65,,,,
 02/25  03:00:00,8.1,0,0,1,76.8793641,0,135592.6339,150.6584821,65,,65,,,,
 02/25  03:15:00,8.155,0,0,1,76.93253279,0,135024.5898,150.027322,65,,65,,,,
 02/25  03:30:00,8.21,0,0,1,76.93952496,0,136313.5938,151.4595487,65,,65,,,,
 02/25  03:45:00,8.265,0,0,1,77.11431862,0,134106.9591,149.0077323,65,,65,,,,
 02/25  04:00:00,8.32,0,0,1,76.93059126,0,135782.6442,150.8696046,65,,65,,,,
 02/25  04:15:00,8.375,0,0,1,76.9799236,0,136518.4313,151.6871459,65,,65,,,,
 02/25  04:30:00,8.43,0,0,1,76.97863894,0,135783.6269,150.8706966,65,,65,,,,
 02/25  04:45:00,8.485,0,0,1,77.14714498,0,135879.263,150.9769589,65,,65,,,,
 02/25  05:00:00,8.54,0,0,1,76.95692385,0,135902.7246,151.0030274,65,,65,,,,
 02/25  05:15:00,8.615,0,0,1,77.00118799,0,135600.4447,150.6671608,65,,65,,,,
 02/25  05:30:00,8.69,0,0,1,77.00067262,0,137310.559,152.5672878,65,,65,,,,
 02/25  05:45:00,8.765,0,0,1,76.93474636,0,136492.284,151.6580934,65,,65,,,,
 02/25  06:00:00,8.84,0,0,1,77.09051358,0,137708.6843,153.0096492,65,,65,,,,
 02/25  06:15:00,8.915,0,0,1,76.92034728,0,137869.9304,153.1888116,65,,65,,,,
 02/25  06:30:00,8.99,0,0,1,76.99750812,0,138513.5786,153.9039762,65,,65,,,,
 02/25  06:45:00,9.065,0,0,1,77.02429783,0,139238.6647,154.7096275,65,,65,,,,
 02/25  07:00:00,9.14,0,0,1,76.98243186,0,138770.4426,154.1893807,65,,65,,,,
 02/25  07:15:00,9.215,28.5,0,0.75,57.86411476,31.0939741,141570.7948,157.3008831,64,,64,,,,
 02/25  07:30:00,9.29,38,0,0.75,57.75367256,42.63405337,141714.6455,157.4607172,64,,64,,,,
 02/25  07:45:00,9.365,58.25,5.7175,0.75,57.82624633,64.68759321,141496.3938,157.2182153,64,,64,,,,
 02/25  08:00:00,9.44,78.5,11.435,0.75,57.69862087,86.75960721,139729.2075,155.2546749,65,,65,,,,
 02/25  08:15:00,9.57,98.75,17.1525,0.5,38.51375264,142.8839183,141617.7675,157.353075,64,,64,,,,
 02/25  08:30:00,9.7,119,22.87,0.5,38.53560084,263.4886363,138774.0918,154.1934354,65,,65,,,,
 02/25  08:45:00,9.83,115.25,17.1525,0.5,38.50518137,212.413986,139506.2899,155.0069888,65,,65,,,,
 02/25  09:00:00,9.96,111.5,11.435,0.5,38.56531845,178.7655458,139081.4751,154.5349724,65,,65,,,,
 02/25  09:15:00,10.0925,107.75,5.7175,0.25,19.22783654,153.7864101,140545.5663,156.1617404,65,,65,,,,
 02/25  09:30:00,10.225,104,0,0.25,19.23733385,135.2023122,142565.3516,158.4059462,64,,64,,,,
 02/25  09:45:00,10.3575,110.25,169.715,0.25,19.23683074,351.3151804,138783.3811,154.2037568,65,,65,,,,
 02/25  10:00:00,10.49,116.5,339.43,0.25,19.27032529,497.6030439,133200.6576,148.0007306,65,,65,,,,
 02/25  10:15:00,10.6225,122.75,509.145,0.25,19.25273081,522.2885085,126390.223,140.4335811,65,,65,,,,
 02/25  10:30:00,10.755,129,678.86,0.25,19.27302274,288.0219389,119131.5703,132.3684115,65,,65,,,,
 02/25  10:45:00,10.8875,157.25,538.66,0.25,19.25666874,260.9441474,113982.6125,126.6473473,66,,66,,,,
 02/25  11:00:00,11.02,185.5,398.46,0.25,19.25323306,262.5551929,114069.7287,126.7441429,66,,66,,,,
 02/25  11:15:00,11.03,213.75,258.26,0.25,19.26056539,268.6170731,114484.0088,127.2044543,66,,66,,,,
 02/25  11:30:00,11.04,242,118.06,0.25,19.26626478,274.3590502,115746.0607,128.6067341,65,,65,,,,
 02/25  11:45:00,11.05,234.5,99.135,0.25,19.28310607,265.5682444,118040.7515,131.1563905,65,,65,,,,
 02/25  12:00:00,11.06,227,80.21,0.25,19.23803481,259.4293829,117250.2592,130.2780658,65,,65,,,,
 02/25  12:15:00,11.07,219.5,61.285,0.75,57.75363072,253.828048,113192.1165,125.7690184,66,,66,,,,
 02/25  12:30:00,11.08,212,42.36,0.75,57.7897513,247.7817835,109072.9449,121.192161,66,,66,,,,
 02/25  12:45:00,11.09,190.5,31.77,0.75,57.78510189,233.8989453,107991.2822,119.9903136,66,,66,,,,
 02/25  13:00:00,11.1,169,21.18,0.75,57.75252923,209.4721316,108348.2346,120.3869273,66,,66,,,,
 02/25  13:15:00,11.11,147.5,10.59,0.75,57.7109236,181.9488284,109960.2113,122.1780126,66,,66,,,,
 02/25  13:30:00,11.12,126,0,0.75,57.76773699,151.7332505,111179.385,123.53265,66,,66,,,,
 02/25  13:45:00,11.13,107.5,0,0.75,57.77810776,131.8153706,111628.8227,124.0320252,66,,66,,,,
 02/25  14:00:00,11.14,89,0,0.75,57.74317531,107.8790163,113171.9835,125.7466484,66,,66,,,,
 02/25  14:15:00,10.96,70.5,0,0.25,19.23123673,84.35059132,119043.5727,132.2706363,65,,65,,,,
 02/25  14:30:00,10.78,52,0,0.25,19.22721552,62.02228594,123730.0707,137.4778563,65,,65,,,,
 02/25  14:45:00,10.6,54,1.315,0.25,19.23421906,66.09467729,127163.4624,141.292736,65,,65,,,,
 02/25  15:00:00,10.42,56,2.63,0.25,19.24664135,70.26955904,127110.622,141.2340245,65,,65,,,,
 02/25  15:15:00,10.2425,58,3.945,0,0,74.39426639,129535.4855,143.9283173,65,,65,,,,
 02/25  15:30:00,10.065,60,5.26,0,0,79.38154006,132844.5322,147.6050358,65,,65,,,,
 02/25  15:45:00,9.8875,45,9.8275,0,0,66.2472988,133910.1119,148.7890132,65,,65,,,,
 02/25  16:00:00,9.71,30,14.395,0,0,55.26553341,135044.3887,150.0493207,65,,65,,,,
 02/25  16:15:00,9.53,15,18.9625,0.25,19.25824966,47.12976964,133381.9968,148.2022187,65,,65,,,,
 02/25  16:30:00,9.35,0,23.53,0.25,19.23318906,28.17505951,134057.8799,148.9531999,65,,65,,,,
 02/25  16:45:00,9.17,0,17.6475,0.25,19.23936578,20.41145637,134872.1759,149.8579732,65,,65,,,,
 02/25  17:00:00,8.99,0,11.765,0.25,19.27420111,13.11911151,135451.2675,150.5014083,65,,65,,,,
 02/25  17:15:00,8.9225,0,5.8825,0.5,38.52088727,6.284361259,136282.8188,151.4253542,65,,65,,,,
 02/25  17:30:00,8.855,0,0,0.5,38.5452709,0,134709.2719,149.6769688,65,,65,,,,
 02/25  17:45:00,8.7875,0,0,0.5,38.50152923,0,134980.2591,149.9780657,65,,65,,,,
 02/25  18:00:00,8.72,0,0,0.5,38.5367282,0,137522.5257,152.8028064,65,,65,,,,
 02/25  18:15:00,8.655,0,0,1,77.02201809,0,132687.2071,147.4302301,65,,65,,,,
 02/25  18:30:00,8.59,0,0,1,77.09427933,0,129779.072,144.1989689,65,,65,,,,
 02/25  18:45:00,8.525,0,0,1,77.01995796,0,130167.8834,144.6309815,65,,65,,,,
 02/25  19:00:00,8.46,0,0,1,77.09866796,0,131789.0267,146.4322519,65,,65,,,,
 02/25  19:15:00,8.3925,0,0,0.75,57.78699395,0,136070.9843,151.1899825,65,,65,,,,
 02/25  19:30:00,8.325,0,0,0.75,57.7014811,0,137939.1464,153.2657182,65,,65,,,,
 02/25  19:45:00,8.2575,0,0,0.75,57.79992,0,140240.1374,155.8223749,65,,65,,,,
 02/25  20:00:00,8.19,0,0,0.75,57.67300165,0,141076.7127,156.751903,65,,65,,,,
 02/25  20:15:00,8.195,0,0,1,76.99220214,0,138900.6876,154.3340973,65,,65,,,,
 02/25  20:30:00,8.2,0,0,1,77.02831248,0,139317.1368,154.7968187,65,,65,,,,
 02/25  20:45:00,8.205,0,0,1,76.98803033,0,138672.5827,154.0806474,65,,65,,,,
 02/25  21:00:00,8.21,0,0,1,77.16089463,0,139601.6938,155.1129932,65,,65,,,,
 02/25  21:15:00,8.2175,0,0,1,77.00978907,0,139452.3777,154.9470863,65,,65,,,,
 02/25  21:30:00,8.225,0,0,1,77.1071721,0,141342.4068,157.0471187,64,,64,,,,
 02/25  21:45:00,8.2325,0,0,1,76.95044196,0,142546.0937,158.3845486,64,,64,,,,
 02/25  22:00:00,8.24,0,0,1,77.0756687,0,142123.2117,157.9146797,64,,64,,,,
 02/25  22:15:00,8.2475,0,0,1,76.95056858,0,143044.7597,158.9386218,64,,64,,,,
 02/25  22:30:00,8.255,0,0,1,77.10060504,0,143088.6213,158.987357,64,,64,,,,
 02/25  22:45:00,8.2625,0,0,1,76.99242418,0,145145.0626,161.2722918,64,,64,,,,
 02/25  23:00:00,8.27,0,0,1,77.15286756,0,145377.4158,161.530462,64,,64,,,,
 02/25  23:15:00,8.265,0,0,1,77.05146336,0,145063.7599,161.1819554,64,,64,,,,
 02/25  23:30:00,8.26,0,0,1,76.98438685,0,146251.8863,162.5020959,64,,64,,,,
 02/25  23:45:00,8.255,0,0,1,76.9985689,0,148421.9988,164.913332,64,,64,,,,
 02/25  24:00:00,8.25,0,0,1,77.05755255,0,148287.0836,164.7634262,64,,64,,,,
 02/26  00:15:00,8.2475,0,0,1,76.9247895,0,148905.2063,165.4502293,64,,64,,,,
 02/26  00:30:00,8.245,0,0,1,77.14324858,0,150772.2564,167.5247293,64,,64,,,,
 02/26  00:45:00,8.2425,0,0,1,77.12878689,0,152809.7258,169.7885842,64,,64,,,,
 02/26  01:00:00,8.24,0,0,1,76.93592429,0,151201.8725,168.0020806,64,,64,,,,
 02/26  01:15:00,8.2375,0,0,1,77.1569657,0,153996.2377,171.1069307,64,,64,,,,
 02/26  01:30:00,8.235,0,0,1,76.83832383,0,155366.8244,172.6298049,64,,64,,,,
 02/26  01:45:00,8.2325,0,0,1,76.97805423,0,154810.5387,172.0117097,64,,64,,,,
 02/26  02:00:00,8.23,0,0,1,77.01333292,0,155751.9485,173.0577205,64,,64,,,,
 02/26  02:15:00,8.23,0,0,1,76.91552568,0,157428.8729,174.9209698,64,,64,,,,
 02/26  02:30:00,8.23,0,0,1,76.97978064,0,155927.1472,173.2523858,64,,64,,,,
 02/26  02:45:00,8.23,0,0,1,76.94312376,0,156741.7201,174.1574667,64,,64,,,,
 02/26  03:00:00,8.23,0,0,1,77.0343382,0,155924.0655,173.2489617,64,,64,,,,
 02/26  03:15:00,8.23,0,0,1,76.99426346,0,155781.966,173.0910733,64,,64,,,,
 02/26  03:30:00,8.23,0,0,1,76.86716879,0,156061.4188,173.4015765,64,,64,,,,
 02/26  03:45:00,8.23,0,0,1,76.9335625,0,155665.4196,172.9615773,64,,64,,,,
 02/26  04:00:00,8.23,0,0,1,76.90501856,0,155531.5506,172.812834,64,,64,,,,
 02/26  04:15:00,8.23,0,0,1,77.0017827,0,154215.9299,171.3510332,64,,64,,,,
 02/26  04:30:00,8.23,0,0,1,76.96431072,0,155598.3947,172.8871052,64,,64,,,,
 02/26  04:45:00,8.23,0,0,1,77.03877988,0,154106.2776,171.2291973,64,,64,,,,
 02/26  05:00:00,8.23,0,0,1,76.98310241,0,153184.3349,170.2048166,64,,64,,,,
 02/26  05:15:00,8.195,0,0,1,77.04700251,0,154085.4915,171.2061017,64,,64,,,,
 02/26  05:30:00,8.16,0,0,1,76.99107391,0,155179.934,172.4221489,64,,64,,,,
 02/26  05:45:00,8.125,0,0,1,77.06826594,0,155317.1288,172.5745876,64,,64,,,,
 02/26  06:00:00,8.09,0,0,1,77.02924156,0,155769.3803,173.0770892,64,,64,,,,
 02/26  06:15:00,8.0525,0,0,1,76.91485018,0,158227.5832,175.8084258,64,,64,,,,
 02/26  06:30:00,8.015,0,0,1,77.00520101,0,157277.1133,174.7523481,64,,64,,,,
 02/26  06:45:00,7.9775,0,0,1,77.01205183,0,158476.8471,176.0853856,64,,64,,,,
 02/26  07:00:00,7.94,6.5,0,1,76.94248273,7.712444574,158862.0028,176.5133365,64,,64,,,,
 02/26  07:15:00,7.905,9.75,0,0.75,57.79960067,11.54170881,160894.881,178.77209,64,,64,,,,
 02/26  07:30:00,7.87,13,0,0.75,57.83078765,15.37906114,164500.1093,182.7778993,64,,64,,,,
 02/26  07:45:00,7.835,23.75,0,0.75,57.80419435,28.20881619,164995.1144,183.3279049,64,,64,,,,
 02/26  08:00:00,7.8,34.5,0,0.75,57.76077839,41.08751614,164303.6685,182.5596317,64,,64,,,,
 02/26  08:15:00,8,45.25,0,0.5,38.48451895,54.23921704,167006.1018,185.5623353,64,,64,,,,
 02/26  08:30:00,8.2,56,0,0.5,38.47004161,70.63248793,165064.4165,183.4049072,64,,64,,,,
 02/26  08:45:00,8.4,66.25,0,0.5,38.45293563,84.83274209,161177.621,179.0862456,64,,64,,,,
 02/26  09:00:00,8.6,76.5,0,0.5,38.53070705,98.12173084,162498.0003,180.5533336,64,,64,,,,
 02/26  09:15:00,8.8,86.75,0,0.25,19.26944599,111.0842512,162435.8501,180.4842779,64,,64,,,,
 02/26  09:30:00,9,97,0,0.25,19.24580401,123.709941,159286.5528,176.9850587,64,,64,,,,
 02/26  09:45:00,9.2,95,0,0.25,19.26252993,118.1660432,159951.1473,177.723497,64,,64,,,,
 02/26  10:00:00,9.4,93,0,0.25,19.24882457,113.8270056,158692.7476,176.3252751,64,,64,,,,
 02/26  10:15:00,9.6025,91,0,0.25,19.26102345,109.9157103,155545.3865,172.8282072,64,,64,,,,
 02/26  10:30:00,9.805,89,0,0.25,19.23642038,106.238965,153774.1959,170.8602176,64,,64,,,,
 02/26  10:45:00,10.0075,91.25,0,0.25,19.23840398,108.6982476,152904.2662,169.8936291,64,,64,,,,
 02/26  11:00:00,10.21,93.5,0,0.25,19.25648696,111.2662077,152316.9122,169.2410135,64,,64,,,,
 02/26  11:15:00,10.02,95.75,0,0.25,19.22217707,113.9111607,150405.9785,167.1177539,64,,64,,,,
 02/26  11:30:00,9.83,98,0,0.25,19.2726255,116.5269448,151807.8735,168.675415,64,,64,,,,
 02/26  11:45:00,9.64,126.5,9.42,0.25,19.26360618,149.5470043,151905.8285,168.7842539,64,,64,,,,
 02/26  12:00:00,9.45,155,18.84,0.25,19.26046468,182.1733506,150651.6365,167.3907072,64,,64,,,,
 02/26  12:15:00,9.26,183.5,28.26,0.75,57.65894482,212.5269532,145528.2427,161.6980474,64,,64,,,,
 02/26  12:30:00,9.07,212,37.68,0.75,57.79437516,246.8362482,138343.4478,153.7149421,65,,65,,,,
 02/26  12:45:00,8.88,196.25,30.055,0.75,57.73984925,239.5555951,137341.3835,152.6015372,65,,65,,,,
 02/26  13:00:00,8.69,180.5,22.43,0.75,57.70089539,223.2739486,139687.6775,155.2085306,65,,65,,,,
 02/26  13:15:00,8.5025,164.75,14.805,0.75,57.70865385,204.6083425,140210.1185,155.7890205,65,,65,,,,
 02/26  13:30:00,8.315,149,7.18,0.75,57.74631648,184.1711735,141501.517,157.2239077,64,,64,,,,
 02/26  13:45:00,8.1275,133.75,5.385,0.75,57.79416856,172.7585682,144941.4556,161.0460618,64,,64,,,,
 02/26  14:00:00,7.94,118.5,3.59,0.75,57.68781764,151.594892,145210.7345,161.3452605,64,,64,,,,
 02/26  14:15:00,7.8025,103.25,1.795,0.25,19.28298463,129.9234104,152142.3201,169.0470223,64,,64,,,,
 02/26  14:30:00,7.665,88,0,0.25,19.28767005,107.8068839,157849.0997,175.3878886,64,,64,,,,
 02/26  14:45:00,7.5275,79.25,134.545,0.25,19.25290285,318.9767732,156511.5291,173.901699,64,,64,,,,
 02/26  15:00:00,7.39,70.5,269.09,0.25,19.25413524,517.892624,151321.8846,168.1354274,64,,64,,,,
 02/26  15:15:00,7.255,61.75,403.635,0,0,695.5888092,149751.3457,166.3903841,64,,64,,,,
 02/26  15:30:00,7.12,53,538.18,0,0,851.4727948,146405.5097,162.6727886,64,,64,,,,
 02/26  15:45:00,6.985,42.75,414.2,0,0,667.9657873,147140.9122,163.4899025,64,,64,,,,
 02/26  16:00:00,6.85,32.5,290.22,0,0,481.9747216,151089.7693,167.8775214,64,,64,,,,
 02/26  16:15:00,6.7125,22.25,166.24,0.25,19.2467907,291.8198623,152111.7616,169.0130684,64,,64,,,,
 02/26  16:30:00,6.575,12,42.26,0.25,19.28592219,78.77037731,158356.2946,175.9514384,64,,64,,,,
 02/26  16:45:00,6.4375,9,31.695,0.25,19.27341899,59.60137579,164675.9953,182.9733281,64,,64,,,,
 02/26  17:00:00,6.3,6,21.13,0.25,19.23003915,40.06312841,167251.9759,185.8355287,63,,63,,,,
 02/26  17:15:00,6.125,3,10.565,0.5,38.48480974,19.03585441,166852.1123,185.3912358,64,,64,,,,
 02/26  17:30:00,5.95,0,0,0.5,38.47996006,0,166550.9102,185.0565669,64,,64,,,,
 02/26  17:45:00,5.775,0,0,0.5,38.45368444,0,169072.3145,187.8581272,63,,63,,,,
 02/26  18:00:00,5.6,0,0,0.5,38.43493984,0,170582.7302,189.5363669,63,,63,,,,
 02/26  18:15:00,5.425,0,0,1,76.87292641,0,166967.1953,185.5191059,64,,64,,,,
 02/26  18:30:00,5.25,0,0,1,76.88504048,0,166446.6419,184.9407132,64,,64,,,,
 02/26  18:45:00,5.075,0,0,1,76.9132472,0,167192.3572,185.7692858,63,,63,,,,
 02/26  19:00:00,4.9,0,0,1,76.96612495,0,168650.9789,187.3899765,63,,63,,,,
 02/26  19:15:00,4.725,0,0,0.75,57.78225601,0,174404.1916,193.7824351,63,,63,,,,
 02/26  19:30:00,4.55,0,0,0.75,57.86730251,0,178104.707,197.8941189,63,,63,,,,
 02/26  19:45:00,4.375,0,0,0.75,57.7128433,0,179530.209,199.47801,63,,63,,,,
 02/26  20:00:00,4.2,0,0,0.75,57.71092166,0,181426.8527,201.5853919,63,,63,,,,
 02/26  20:15:00,4.1225,0,0,1,77.13423236,0,180096.6491,200.1073879,63,,63,,,,
 02/26  20:30:00,4.045,0,0,1,77.02315247,0,179802.3247,199.7803608,63,,63,,,,
 02/26  20:45:00,3.9675,0,0,1,77.08194901,0,180141.4609,200.1571788,63,,63,,,,
 02/26  21:00:00,3.89,0,0,1,76.95081075,0,180889.6379,200.9884866,63,,63,,,,
 02/26  21:15:00,3.815,0,0,1,77.05488135,0,182348.8978,202.6098865,63,,63,,,,
 02/26  21:30:00,3.74,0,0,1,76.97835042,0,183338.1798,203.7090887,63,,63,,,,
 02/26  21:45:00,3.665,0,0,1,77.12777048,0,183260.3724,203.6226361,63,,63,,,,
 02/26  22:00:00,3.59,0,0,1,77.08460397,0,185035.2942,205.5947713,63,,63,,,,
 02/26  22:15:00,3.515,0,0,1,76.91530182,0,186848.4914,207.6094349,63,,63,,,,
 02/26  22:30:00,3.44,0,0,1,77.08082786,0,186702.4089,207.447121,63,,63,,,,
 02/26  22:45:00,3.365,0,0,1,77.10525443,0,188841.9471,209.8243856,63,,63,,,,
 02/26  23:00:00,3.29,0,0,1,77.00250415,0,189702.9517,210.7810575,63,,63,,,,
 02/26  23:15:00,3.23,0,0,1,76.87982916,0,190066.0912,211.1845458,63,,63,,,,
 02/26  23:30:00,3.17,0,0,1,77.13787933,0,191048.7323,212.2763692,63,,63,,,,
 02/26  23:45:00,3.11,0,0,1,77.25130575,0,193736.4045,215.2626717,62,,62,,,,
 02/26  24:00:00,3.05,0,0,1,77.21825966,0,194333.3997,215.9259997,62,,62,,,,
 02/27  00:15:00,2.9925,0,0,1,77.14862333,0,196072.5389,217.8583766,62,,62,,,,
 02/27  00:30:00,2.935,0,0,1,77.10512757,0,198549.1088,220.6101209,62,,62,,,,
 02/27  00:45:00,2.8775,0,0,1,77.10576439,0,199166.7406,221.2963784,62,,62,,,,
 02/27  01:00:00,2.82,0,0,1,77.14177172,0,199531.3696,221.7015217,62,,62,,,,
 02/27  01:15:00,2.7625,0,0,1,77.19925959,0,202321.7963,224.8019959,62,,62,,,,
 02/27  01:30:00,2.705,0,0,1,77.00226061,0,203596.9616,226.2188462,62,,62,,,,
 02/27  01:45:00,2.6475,0,0,1,76.96802328,0,204596.3419,227.3292687,62,,62,,,,
 02/27  02:00:00,2.59,0,0,1,77.08531244,0,206936.6323,229.9295914,62,,62,,,,
 02/27  02:15:00,2.525,0,0,1,76.99077926,0,205326.5404,228.1406005,62,,62,,,,
 02/27  02:30:00,2.46,0,0,1,77.04875881,0,208775.4828,231.9727587,62,,62,,,,
 02/27  02:45:00,2.395,0,0,1,77.23141835,0,209740.71,233.0452333,62,,62,,,,
 02/27  03:00:00,2.33,0,0,1,76.96806722,0,211359.6345,234.8440384,62,,62,,,,
 02/27  03:15:00,2.265,0,0,1,76.96578849,0,210826.4615,234.2516239,62,,62,,,,
 02/27  03:30:00,2.2,0,0,1,77.1982701,0,214561.2387,238.4013763,62,,62,,,,
 02/27  03:45:00,2.135,0,0,1,77.01839553,0,214067.2986,237.852554,62,,62,,,,
 02/27  04:00:00,2.07,0,0,1,77.09295721,0,216119.5543,240.1328381,62,,62,,,,
 02/27  04:15:00,2.005,0,0,1,76.89599162,0,218024.5118,242.2494575,62,,62,,,,
 02/27  04:30:00,1.94,0,0,1,77.03052173,0,218459.5174,242.7327971,61,,61,,,,
